suite,experiment,primitive,threads,cs_cycles,trial,ops_per_sec,mean_latency_ns,p50_ns,p95_ns,p99_ns,stddev_ns,cv_percent,throughput_ops,false_sharing_factor,fairness_gini,cpu_migrations,ctx_switches,notes
scalability,scalability,mutex,8,0,2,1307416.33,6023.07,2505.00,18940.05,30254.02,11263.04,187.00,3922249,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mutex,8,0,3,1279561.00,6175.56,2579.00,19413.05,31085.02,11465.87,185.67,3838683,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mutex,8,0,4,1234363.33,6402.80,2630.00,19489.00,31547.00,31418.57,490.70,3703090,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mutex,8,0,5,1251938.00,6317.74,2670.00,19560.05,31377.12,23645.28,374.27,3755814,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mutex,8,0,6,1253804.33,6266.34,2706.00,19637.00,31460.03,12169.21,194.20,3761413,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mutex,8,0,7,1243339.33,6407.95,2680.00,19927.00,31897.00,22451.80,350.37,3730018,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mutex,8,0,8,1230419.33,6382.15,2616.00,19654.05,32204.07,17203.83,269.56,3691258,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mutex,8,0,9,1261983.67,6266.80,2481.00,19203.00,31226.00,21651.84,345.50,3785951,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,0,3611571.67,239.62,241.00,262.00,319.00,213.84,89.24,10834715,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,1,3728810.67,230.85,222.00,252.00,265.00,40.33,17.47,11186432,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,2,3741130.67,230.70,222.00,251.00,261.00,95.32,41.32,11223392,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,3,3674061.67,235.54,229.00,257.00,280.00,275.32,116.89,11022185,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,4,3723110.67,231.46,227.00,252.00,262.00,62.87,27.16,11169332,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,5,3762884.33,229.46,221.00,250.00,261.00,111.64,48.65,11288653,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,6,3754739.33,230.50,221.00,251.00,261.00,117.83,51.12,11264218,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,7,3763083.33,229.13,221.00,250.00,261.00,77.21,33.70,11289250,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,8,3759153.67,229.64,221.00,251.00,262.00,81.23,35.37,11277461,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,1,0,9,3737310.67,230.88,222.00,252.00,263.00,61.53,26.65,11211932,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,0,3657189.00,494.53,496.00,548.00,599.00,94.78,19.17,10971567,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,1,3654862.00,495.51,498.00,550.00,605.00,96.79,19.53,10964586,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,2,3601545.67,502.98,507.00,577.00,637.00,113.84,22.63,10804637,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,3,3663386.67,494.58,495.00,546.00,592.00,213.29,43.13,10990160,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,4,3624899.00,500.05,506.00,554.00,628.00,216.50,43.29,10874697,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,5,3667089.33,493.96,495.00,546.00,584.01,115.71,23.43,11001268,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,6,3628855.67,499.00,506.00,555.00,614.00,102.78,20.60,10886567,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,7,3655930.00,494.71,496.00,550.00,602.00,76.81,15.53,10967790,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,8,3656432.67,495.11,496.00,550.00,603.00,106.77,21.57,10969298,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,2,0,9,3659966.00,495.02,496.00,547.00,604.00,117.94,23.82,10979898,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,0,2552468.00,1574.66,1124.00,3998.05,6452.00,1244.48,79.03,7657404,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,1,2509641.67,1579.70,1141.00,3938.05,6420.00,1253.70,79.36,7528925,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,2,2504183.33,1584.59,1148.00,3951.05,6427.00,1260.35,79.54,7512550,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,3,2537469.00,1585.85,1127.00,4068.00,6765.00,1361.48,85.85,7612407,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,4,2545278.67,1560.53,1121.00,3951.00,6469.00,1239.00,79.40,7635836,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,5,2538503.00,1570.19,1127.00,3998.00,6496.00,1259.24,80.20,7615509,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,6,2466878.67,1577.72,1176.00,3832.00,6038.01,1274.08,80.75,7400636,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,7,2536769.67,1574.26,1132.00,3997.00,6516.00,1250.36,79.42,7610309,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,8,2466031.00,1599.06,1164.00,3952.00,6498.00,1374.48,85.96,7398093,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,4,0,9,2437992.00,1595.56,1212.00,3801.00,5958.00,1173.74,73.56,7313976,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,0,1735808.33,5234.68,2976.00,17114.00,30025.03,9515.52,181.78,5207425,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,1,1583785.67,5528.54,2991.00,17064.05,30663.06,41556.43,751.67,4751357,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,2,1713871.33,6607.05,3756.00,22027.05,36799.01,11035.42,167.02,5141614,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,3,1763749.00,6631.17,3737.00,22611.00,37554.02,7916.51,119.38,5291247,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,4,1763845.33,6550.65,3700.00,22260.05,37124.05,7819.44,119.37,5291536,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,5,1771226.67,6174.79,3482.00,20966.00,35109.07,8203.11,132.85,5313680,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,6,1772210.00,6540.74,3703.00,22181.00,36932.00,7748.69,118.47,5316630,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,7,1746359.67,6715.56,3835.00,22651.00,37761.01,8011.77,119.30,5239079,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,8,1747766.67,6042.12,3374.00,20821.05,35237.00,7342.32,121.52,5243300,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,spinlock,8,0,9,1763249.67,6413.39,3684.00,21530.05,35724.00,7485.91,116.72,5289749,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mcs_lock,1,0,0,3641127.00,236.94,226.00,251.00,331.00,88.07,37.17,10923381,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mcs_lock,1,0,1,3690543.67,233.98,226.00,249.00,290.00,65.90,28.17,11071631,0.00,0.00,-1,-1,"os-sched"
scalability,scalability,mcs_lock,1,0,2,3606161.67,239.76,226.00,284.00,316.00,199.52,83.22,10818485,0.00,0.00,-1,-1,"os-sched"
