suite,experiment,primitive,threads,cs_cycles,trial,ops_per_sec,mean_latency_ns,p50_ns,p95_ns,p99_ns,stddev_ns,cv_percent,throughput_ops,false_sharing_factor,fairness_gini,cpu_migrations,ctx_switches,notes
false_sharing,false_sharing,padded,12,0,2,1542957936.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.02,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,false_shared,12,0,3,762196490.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.05,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,padded,12,0,3,1562555786.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.05,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,false_shared,12,0,4,759622210.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.03,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,padded,12,0,4,1545544798.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.03,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,false_shared,12,0,5,756585866.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.02,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,padded,12,0,5,1531688432.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.02,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,false_shared,12,0,6,758284166.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.03,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,padded,12,0,6,1538021708.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.03,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,false_shared,12,0,7,762178544.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1.97,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,padded,12,0,7,1498547804.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1.97,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,false_shared,12,0,8,760547432.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.01,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,padded,12,0,8,1527123418.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.01,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,false_shared,12,0,9,760232552.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.03,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,padded,12,0,9,1542619726.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.03,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,false_shared,12,0,10,766112386.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.02,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
false_sharing,false_sharing,padded,12,0,10,1548810456.00,0.00,0.00,0.00,0.00,0.00,0.00,0,2.02,0.00,-1,-1,"placement=compact;smt=off;formula=slowdown=padded_throughput/false_shared_throughput"
