suite,experiment,primitive,threads,cs_cycles,trial,ops_per_sec,mean_latency_ns,p50_ns,p95_ns,p99_ns,stddev_ns,cv_percent,throughput_ops,false_sharing_factor,fairness_gini,fairness_jain,fairness_maxmin,fairness_cv,cpu_migrations,ctx_switches,notes
throughput,throughput_saturation,semaphore,3,500,0,1161285.20,2513.77,0.00,7945.00,14287.00,3096.05,123.16,5806426,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,3,500,1,1151798.40,2551.81,0.00,8105.00,14487.00,3634.16,142.41,5758992,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,3,500,2,1152714.40,2520.26,0.00,7845.00,14086.00,3139.30,124.56,5763572,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,3,500,3,1153856.00,2539.62,0.00,7995.00,14367.00,3144.78,123.83,5769280,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,3,500,4,1156805.20,2524.79,0.00,7905.00,14096.00,3116.74,123.45,5784026,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,3,500,5,1152003.00,2528.78,0.00,8005.00,14227.09,3063.95,121.16,5760015,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,3,500,6,1154533.40,2533.78,0.00,7945.00,14467.10,3074.71,121.35,5772667,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,3,500,7,1155911.80,2529.87,0.00,7915.00,14267.10,3054.60,120.74,5779559,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,4,500,0,1201640.80,3363.85,0.00,10990.00,18595.00,3962.88,117.81,6008204,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,4,500,1,1190704.80,3385.33,0.00,10931.00,18465.00,4394.06,129.80,5953524,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,4,500,2,1195911.80,3377.77,0.00,11011.00,18716.09,4081.81,120.84,5979559,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,4,500,3,1206552.60,3346.91,0.00,10931.00,18314.01,3797.16,113.45,6032763,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,4,500,4,1208633.40,3355.50,0.00,10991.00,18745.00,4064.49,121.13,6043167,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,4,500,5,1190795.00,3415.16,0.00,11161.50,19426.01,4184.41,122.52,5953975,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,4,500,6,1159855.60,3480.76,0.00,11241.00,19206.00,7432.27,213.52,5799278,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,4,500,7,1185846.60,3389.73,0.00,10931.00,18354.00,4100.58,120.97,5929233,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,8,500,0,1104945.80,7254.97,0.00,25047.00,39564.00,11726.08,161.63,5524729,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,8,500,1,1108399.80,7213.00,0.00,24987.00,39734.01,10071.76,139.63,5541999,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,8,500,2,1101192.60,7294.22,0.00,25017.00,40035.00,15154.11,207.76,5505963,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,8,500,3,1108842.00,7250.51,0.00,24937.00,39364.00,11526.09,158.97,5544210,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,8,500,4,1105634.20,7229.77,0.00,25067.00,39684.01,9858.20,136.36,5528171,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,8,500,5,1096906.80,7280.12,0.00,25067.00,40025.01,11153.86,153.21,5484534,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,8,500,6,1106891.00,7222.85,0.00,24937.00,39604.01,9578.06,132.61,5534455,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,8,500,7,1107844.00,7204.82,0.00,24826.00,39184.00,9186.14,127.50,5539220,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,16,500,0,1075611.60,14804.37,0.00,54222.00,88646.00,25369.75,171.37,5378058,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,16,500,1,1075784.20,14764.28,0.00,54352.00,87975.01,24786.00,167.88,5378921,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,16,500,2,1075963.00,14842.05,0.00,54403.00,88566.00,25705.25,173.19,5379815,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,16,500,3,1059180.00,15091.71,0.00,54452.00,89278.00,36351.34,240.87,5295900,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,16,500,4,1074475.60,14807.01,0.00,54282.00,89057.01,25589.69,172.82,5372378,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,16,500,5,1074641.40,14811.87,0.00,54292.00,88848.09,25481.16,172.03,5373207,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,16,500,6,1074484.20,14839.82,0.00,54392.00,88246.10,26318.57,177.35,5372421,0.00,0.00,0.00,0.00,0.00,-1,-1,""
throughput,throughput_saturation,semaphore,16,500,7,1021398.80,15578.26,0.00,54954.00,93566.00,42219.84,271.02,5106994,0.00,0.00,0.00,0.00,0.00,-1,-1,""
